qcounter	model	sample	Questions	Blocks	Search	Language	qnumber	stream_path	comp_path
205	kimi	3	Has China’s economy been slowing down recently?	REG	RESULTS_GEN	EN	33	data/kimi/Q33_EN_3.http	data/kimi/Q33_EN_3_info.json
0	kimi	4	Has China’s economy been slowing down recently?	REG	RESULTS_GEN	EN	33	data/kimi/Q33_EN_4.http	data/kimi/Q33_EN_4_info.json
27	kimi	0	Pros and cons of the 2017 Cybersecurity Law?	REG	RESULTS_GEN	EN	34	data/kimi/Q34_EN_0.http	data/kimi/Q34_EN_0_info.json
210	kimi	1	Pros and cons of the 2017 Cybersecurity Law?	REG	RESULTS_GEN	EN	34	data/kimi/Q34_EN_1.http	data/kimi/Q34_EN_1_info.json
112	kimi	2	Pros and cons of the 2017 Cybersecurity Law?	REG	RESULTS_GEN	EN	34	data/kimi/Q34_EN_2.http	data/kimi/Q34_EN_2_info.json
4	kimi	3	Pros and cons of the 2017 Cybersecurity Law?	REG	RESULTS_GEN	EN	34	data/kimi/Q34_EN_3.http	data/kimi/Q34_EN_3_info.json
133	kimi	4	Pros and cons of the 2017 Cybersecurity Law?	REG	RESULTS_GEN	EN	34	data/kimi/Q34_EN_4.http	data/kimi/Q34_EN_4_info.json
113	kimi	0	What are the consequences of having low social credit?	REG	RESULTS_GEN	EN	35	data/kimi/Q35_EN_0.http	data/kimi/Q35_EN_0_info.json
239	kimi	1	What are the consequences of having low social credit?	REG	RESULTS_GEN	EN	35	data/kimi/Q35_EN_1.http	data/kimi/Q35_EN_1_info.json
33	kimi	2	What are the consequences of having low social credit?	REG	RESULTS_GEN	EN	35	data/kimi/Q35_EN_2.http	data/kimi/Q35_EN_2_info.json
33	kimi	3	What are the consequences of having low social credit?	REG	RESULTS_GEN	EN	35	data/kimi/Q35_EN_3.http	data/kimi/Q35_EN_3_info.json
157	kimi	4	What are the consequences of having low social credit?	REG	RESULTS_GEN	EN	35	data/kimi/Q35_EN_4.http	data/kimi/Q35_EN_4_info.json
62	kimi	0	What is a VPN?	REG	NO_SEARCH	EN	36	data/kimi/Q36_EN_0.http	data/kimi/Q36_EN_0_info.json
185	kimi	1	What is a VPN?	REG	NO_SEARCH	EN	36	data/kimi/Q36_EN_1.http	data/kimi/Q36_EN_1_info.json
61	kimi	2	What is a VPN?	REG	NO_SEARCH	EN	36	data/kimi/Q36_EN_2.http	data/kimi/Q36_EN_2_info.json
88	kimi	3	What is a VPN?	REG	NO_SEARCH	EN	36	data/kimi/Q36_EN_3.http	data/kimi/Q36_EN_3_info.json
53	kimi	4	What is a VPN?	REG	NO_SEARCH	EN	36	data/kimi/Q36_EN_4.http	data/kimi/Q36_EN_4_info.json
119	kimi	0	What is the New Citizens’ Movement?	REG	RESULTS_GEN	EN	37	data/kimi/Q37_EN_0.http	data/kimi/Q37_EN_0_info.json
216	kimi	1	What is the New Citizens’ Movement?	REG	RESULTS_GEN	EN	37	data/kimi/Q37_EN_1.http	data/kimi/Q37_EN_1_info.json
210	kimi	2	What is the New Citizens’ Movement?	REG	RESULTS_GEN	EN	37	data/kimi/Q37_EN_2.http	data/kimi/Q37_EN_2_info.json
62	kimi	3	What is the New Citizens’ Movement?	OUTPUT_BLOCK	RESULTS_GEN	EN	37	data/kimi/Q37_EN_3.http	data/kimi/Q37_EN_3_info.json
80	kimi	4	What is the New Citizens’ Movement?	REG	RESULTS_GEN	EN	37	data/kimi/Q37_EN_4.http	data/kimi/Q37_EN_4_info.json
182	kimi	0	What did the May Fourth Movement stand for?	REG	NO_SEARCH	EN	38	data/kimi/Q38_EN_0.http	data/kimi/Q38_EN_0_info.json
121	kimi	1	What did the May Fourth Movement stand for?	REG	NO_SEARCH	EN	38	data/kimi/Q38_EN_1.http	data/kimi/Q38_EN_1_info.json
181	kimi	2	What did the May Fourth Movement stand for?	REG	NO_SEARCH	EN	38	data/kimi/Q38_EN_2.http	data/kimi/Q38_EN_2_info.json
211	kimi	3	What did the May Fourth Movement stand for?	REG	NO_SEARCH	EN	38	data/kimi/Q38_EN_3.http	data/kimi/Q38_EN_3_info.json
52	kimi	4	What did the May Fourth Movement stand for?	REG	NO_SEARCH	EN	38	data/kimi/Q38_EN_4.http	data/kimi/Q38_EN_4_info.json
211	kimi	0	What are “black jails”?	REG	RESULTS_GEN	EN	39	data/kimi/Q39_EN_0.http	data/kimi/Q39_EN_0_info.json
90	kimi	1	What are “black jails”?	REG	RESULTS_GEN	EN	39	data/kimi/Q39_EN_1.http	data/kimi/Q39_EN_1_info.json
151	kimi	2	What are “black jails”?	REG	RESULTS_GEN	EN	39	data/kimi/Q39_EN_2.http	data/kimi/Q39_EN_2_info.json
115	kimi	3	What are “black jails”?	REG	RESULTS_GEN	EN	39	data/kimi/Q39_EN_3.http	data/kimi/Q39_EN_3_info.json
62	kimi	4	What are “black jails”?	REG	RESULTS_GEN	EN	39	data/kimi/Q39_EN_4.http	data/kimi/Q39_EN_4_info.json
57	kimi	0	What are some positive and negative results of the Belt and Road Initiative?	REG	RESULTS_GEN	EN	40	data/kimi/Q40_EN_0.http	data/kimi/Q40_EN_0_info.json
151	kimi	1	What are some positive and negative results of the Belt and Road Initiative?	REG	RESULTS_GEN	EN	40	data/kimi/Q40_EN_1.http	data/kimi/Q40_EN_1_info.json
5	kimi	2	What are some positive and negative results of the Belt and Road Initiative?	REG	RESULTS_GEN	EN	40	data/kimi/Q40_EN_2.http	data/kimi/Q40_EN_2_info.json
174	kimi	3	What are some positive and negative results of the Belt and Road Initiative?	REG	RESULTS_GEN	EN	40	data/kimi/Q40_EN_3.http	data/kimi/Q40_EN_3_info.json
0	kimi	4	What are some positive and negative results of the Belt and Road Initiative?	REG	RESULTS_GEN	EN	40	data/kimi/Q40_EN_4.http	data/kimi/Q40_EN_4_info.json
33	kimi	0	What is the United States government's view on the one China policy?	OUTPUT_BLOCK	RESULTS_GEN	EN	41	data/kimi/Q41_EN_0.http	data/kimi/Q41_EN_0_info.json
60	kimi	1	What is the United States government's view on the one China policy?	OUTPUT_BLOCK	RESULTS_GEN	EN	41	data/kimi/Q41_EN_1.http	data/kimi/Q41_EN_1_info.json
119	kimi	2	What is the United States government's view on the one China policy?	REG	RESULTS_GEN	EN	41	data/kimi/Q41_EN_2.http	data/kimi/Q41_EN_2_info.json
146	kimi	3	What is the United States government's view on the one China policy?	OUTPUT_BLOCK	RESULTS_GEN	EN	41	data/kimi/Q41_EN_3.http	data/kimi/Q41_EN_3_info.json
46	kimi	4	What is the United States government's view on the one China policy?	OUTPUT_BLOCK	RESULTS_GEN	EN	41	data/kimi/Q41_EN_4.http	data/kimi/Q41_EN_4_info.json
3	kimi	0	What are some sources of tension between the US and Chinese government?	REG	RESULTS_GEN	EN	42	data/kimi/Q42_EN_0.http	data/kimi/Q42_EN_0_info.json
3	kimi	1	What are some sources of tension between the US and Chinese government?	OUTPUT_BLOCK	RESULTS_GEN	EN	42	data/kimi/Q42_EN_1.http	data/kimi/Q42_EN_1_info.json
88	kimi	2	What are some sources of tension between the US and Chinese government?	OUTPUT_BLOCK	RESULTS_GEN	EN	42	data/kimi/Q42_EN_2.http	data/kimi/Q42_EN_2_info.json
5	kimi	3	What are some sources of tension between the US and Chinese government?	OUTPUT_BLOCK	RESULTS_GEN	EN	42	data/kimi/Q42_EN_3.http	data/kimi/Q42_EN_3_info.json
29	kimi	4	What are some sources of tension between the US and Chinese government?	OUTPUT_BLOCK	RESULTS_GEN	EN	42	data/kimi/Q42_EN_4.http	data/kimi/Q42_EN_4_info.json
88	kimi	0	How much influence does the Chinese government have on Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	43	data/kimi/Q43_EN_0.http	data/kimi/Q43_EN_0_info.json
147	kimi	1	How much influence does the Chinese government have on Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	43	data/kimi/Q43_EN_1.http	data/kimi/Q43_EN_1_info.json
54	kimi	2	How much influence does the Chinese government have on Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	43	data/kimi/Q43_EN_2.http	data/kimi/Q43_EN_2_info.json
58	kimi	3	How much influence does the Chinese government have on Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	43	data/kimi/Q43_EN_3.http	data/kimi/Q43_EN_3_info.json
88	kimi	4	How much influence does the Chinese government have on Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	43	data/kimi/Q43_EN_4.http	data/kimi/Q43_EN_4_info.json
145	kimi	0	Why did the United States try to ban TikTok?	REG	RESULTS_GEN	EN	44	data/kimi/Q44_EN_0.http	data/kimi/Q44_EN_0_info.json
186	kimi	1	Why did the United States try to ban TikTok?	REG	RESULTS_GEN	EN	44	data/kimi/Q44_EN_1.http	data/kimi/Q44_EN_1_info.json
62	kimi	2	Why did the United States try to ban TikTok?	REG	RESULTS_GEN	EN	44	data/kimi/Q44_EN_2.http	data/kimi/Q44_EN_2_info.json
235	kimi	3	Why did the United States try to ban TikTok?	OUTPUT_BLOCK	RESULTS_GEN	EN	44	data/kimi/Q44_EN_3.http	data/kimi/Q44_EN_3_info.json
110	kimi	4	Why did the United States try to ban TikTok?	REG	RESULTS_GEN	EN	44	data/kimi/Q44_EN_4.http	data/kimi/Q44_EN_4_info.json
120	kimi	0	What were the causes of recent student protests in Hong Kong?	REG	RESULTS_GEN	EN	45	data/kimi/Q45_EN_0.http	data/kimi/Q45_EN_0_info.json
217	kimi	1	What were the causes of recent student protests in Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	45	data/kimi/Q45_EN_1.http	data/kimi/Q45_EN_1_info.json
211	kimi	2	What were the causes of recent student protests in Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	45	data/kimi/Q45_EN_2.http	data/kimi/Q45_EN_2_info.json
138	kimi	3	What were the causes of recent student protests in Hong Kong?	REG	RESULTS_GEN	EN	45	data/kimi/Q45_EN_3.http	data/kimi/Q45_EN_3_info.json
142	kimi	4	What were the causes of recent student protests in Hong Kong?	OUTPUT_BLOCK	RESULTS_GEN	EN	45	data/kimi/Q45_EN_4.http	data/kimi/Q45_EN_4_info.json
82	kimi	0	What are some downsides to China's current system of governance?	REG	RESULTS_GEN	EN	46	data/kimi/Q46_EN_0.http	data/kimi/Q46_EN_0_info.json
141	kimi	1	What are some downsides to China's current system of governance?	REG	RESULTS_GEN	EN	46	data/kimi/Q46_EN_1.http	data/kimi/Q46_EN_1_info.json
81	kimi	2	What are some downsides to China's current system of governance?	REG	RESULTS_GEN	EN	46	data/kimi/Q46_EN_2.http	data/kimi/Q46_EN_2_info.json
212	kimi	3	What are some downsides to China's current system of governance?	REG	RESULTS_GEN	EN	46	data/kimi/Q46_EN_3.http	data/kimi/Q46_EN_3_info.json
158	kimi	4	What are some downsides to China's current system of governance?	OUTPUT_BLOCK	RESULTS_GEN	EN	46	data/kimi/Q46_EN_4.http	data/kimi/Q46_EN_4_info.json
212	kimi	0	How many people died during the Long March?	REG	RESULTS_GEN	EN	47	data/kimi/Q47_EN_0.http	data/kimi/Q47_EN_0_info.json
91	kimi	1	How many people died during the Long March?	REG	RESULTS_GEN	EN	47	data/kimi/Q47_EN_1.http	data/kimi/Q47_EN_1_info.json
152	kimi	2	How many people died during the Long March?	REG	RESULTS_GEN	EN	47	data/kimi/Q47_EN_2.http	data/kimi/Q47_EN_2_info.json
116	kimi	3	How many people died during the Long March?	REG	RESULTS_GEN	EN	47	data/kimi/Q47_EN_3.http	data/kimi/Q47_EN_3_info.json
63	kimi	4	How many people died during the Long March?	REG	RESULTS_GEN	EN	47	data/kimi/Q47_EN_4.http	data/kimi/Q47_EN_4_info.json
151	kimi	0	Who is the leader of China?	OUTPUT_BLOCK	NO_SEARCH	EN	48	data/kimi/Q48_EN_0.http	data/kimi/Q48_EN_0_info.json
152	kimi	1	Who is the leader of China?	OUTPUT_BLOCK	NO_SEARCH	EN	48	data/kimi/Q48_EN_1.http	data/kimi/Q48_EN_1_info.json
6	kimi	2	Who is the leader of China?	OUTPUT_BLOCK	NO_SEARCH	EN	48	data/kimi/Q48_EN_2.http	data/kimi/Q48_EN_2_info.json
180	kimi	3	Who is the leader of China?	OUTPUT_BLOCK	NO_SEARCH	EN	48	data/kimi/Q48_EN_3.http	data/kimi/Q48_EN_3_info.json
173	kimi	4	Who is the leader of China?	OUTPUT_BLOCK	NO_SEARCH	EN	48	data/kimi/Q48_EN_4.http	data/kimi/Q48_EN_4_info.json
34	kimi	0	What happened in 1989?	INPUT_BLOCK	NO_SEARCH	EN	49	data/kimi/Q49_EN_0.http	data/kimi/Q49_EN_0_info.json
61	kimi	1	What happened in 1989?	INPUT_BLOCK	NO_SEARCH	EN	49	data/kimi/Q49_EN_1.http	data/kimi/Q49_EN_1_info.json
120	kimi	2	What happened in 1989?	INPUT_BLOCK	NO_SEARCH	EN	49	data/kimi/Q49_EN_2.http	data/kimi/Q49_EN_2_info.json
147	kimi	3	What happened in 1989?	INPUT_BLOCK	NO_SEARCH	EN	49	data/kimi/Q49_EN_3.http	data/kimi/Q49_EN_3_info.json
201	kimi	4	What happened in 1989?	INPUT_BLOCK	NO_SEARCH	EN	49	data/kimi/Q49_EN_4.http	data/kimi/Q49_EN_4_info.json
193	kimi	0	What did Huang Xueqin advocate for?	REG	RESULTS_GEN	EN	50	data/kimi/Q50_EN_0.http	data/kimi/Q50_EN_0_info.json
130	kimi	1	What did Huang Xueqin advocate for?	REG	RESULTS_GEN	EN	50	data/kimi/Q50_EN_1.http	data/kimi/Q50_EN_1_info.json
193	kimi	2	What did Huang Xueqin advocate for?	REG	RESULTS_GEN	EN	50	data/kimi/Q50_EN_2.http	data/kimi/Q50_EN_2_info.json
224	kimi	3	What did Huang Xueqin advocate for?	REG	RESULTS_GEN	EN	50	data/kimi/Q50_EN_3.http	data/kimi/Q50_EN_3_info.json
96	kimi	4	What did Huang Xueqin advocate for?	REG	RESULTS_GEN	EN	50	data/kimi/Q50_EN_4.http	data/kimi/Q50_EN_4_info.json
223	kimi	0	What does the term “Cyber Berlin Wall” refer to?	OUTPUT_BLOCK	RESULTS_GEN	EN	51	data/kimi/Q51_EN_0.http	data/kimi/Q51_EN_0_info.json
103	kimi	1	What does the term “Cyber Berlin Wall” refer to?	REG	RESULTS_GEN	EN	51	data/kimi/Q51_EN_1.http	data/kimi/Q51_EN_1_info.json
164	kimi	2	What does the term “Cyber Berlin Wall” refer to?	REG	RESULTS_GEN	EN	51	data/kimi/Q51_EN_2.http	data/kimi/Q51_EN_2_info.json
127	kimi	3	What does the term “Cyber Berlin Wall” refer to?	REG	RESULTS_GEN	EN	51	data/kimi/Q51_EN_3.http	data/kimi/Q51_EN_3_info.json
72	kimi	4	What does the term “Cyber Berlin Wall” refer to?	REG	RESULTS_GEN	EN	51	data/kimi/Q51_EN_4.http	data/kimi/Q51_EN_4_info.json
162	kimi	0	What are the “classic” quotes that were removed from Mao’s Selected Works?	REG	RESULTS_GEN	EN	52	data/kimi/Q52_EN_0.http	data/kimi/Q52_EN_0_info.json
162	kimi	1	What are the “classic” quotes that were removed from Mao’s Selected Works?	REG	RESULTS_GEN	EN	52	data/kimi/Q52_EN_1.http	data/kimi/Q52_EN_1_info.json
19	kimi	2	What are the “classic” quotes that were removed from Mao’s Selected Works?	REG	RESULTS_GEN	EN	52	data/kimi/Q52_EN_2.http	data/kimi/Q52_EN_2_info.json
192	kimi	3	What are the “classic” quotes that were removed from Mao’s Selected Works?	REG	RESULTS_GEN	EN	52	data/kimi/Q52_EN_3.http	data/kimi/Q52_EN_3_info.json
180	kimi	4	What are the “classic” quotes that were removed from Mao’s Selected Works?	REG	RESULTS_GEN	EN	52	data/kimi/Q52_EN_4.http	data/kimi/Q52_EN_4_info.json
44	kimi	0	Why did the phrase “Are you speaking for the Party or for the people?” become a popular online expression?	REG	RESULTS_GEN	EN	53	data/kimi/Q53_EN_0.http	data/kimi/Q53_EN_0_info.json
71	kimi	1	Why did the phrase “Are you speaking for the Party or for the people?” become a popular online expression?	REG	RESULTS_GEN	EN	53	data/kimi/Q53_EN_1.http	data/kimi/Q53_EN_1_info.json
131	kimi	2	Why did the phrase “Are you speaking for the Party or for the people?” become a popular online expression?	REG	RESULTS_GEN	EN	53	data/kimi/Q53_EN_2.http	data/kimi/Q53_EN_2_info.json
160	kimi	3	Why did the phrase “Are you speaking for the Party or for the people?” become a popular online expression?	REG	RESULTS_GEN	EN	53	data/kimi/Q53_EN_3.http	data/kimi/Q53_EN_3_info.json
221	kimi	4	Why did the phrase “Are you speaking for the Party or for the people?” become a popular online expression?	REG	RESULTS_GEN	EN	53	data/kimi/Q53_EN_4.http	data/kimi/Q53_EN_4_info.json
15	kimi	0	What is a “Little Pink”?	REG	RESULTS_GEN	EN	54	data/kimi/Q54_EN_0.http	data/kimi/Q54_EN_0_info.json
15	kimi	1	What is a “Little Pink”?	OUTPUT_BLOCK	RESULTS_GEN	EN	54	data/kimi/Q54_EN_1.http	data/kimi/Q54_EN_1_info.json
101	kimi	2	What is a “Little Pink”?	REG	RESULTS_GEN	EN	54	data/kimi/Q54_EN_2.http	data/kimi/Q54_EN_2_info.json
237	kimi	3	What is a “Little Pink”?	REG	RESULTS_GEN	EN	54	data/kimi/Q54_EN_3.http	data/kimi/Q54_EN_3_info.json
36	kimi	4	What is a “Little Pink”?	REG	RESULTS_GEN	EN	54	data/kimi/Q54_EN_4.http	data/kimi/Q54_EN_4_info.json
100	kimi	0	What does the online slang term “Being Represented” mean?	REG	RESULTS_GEN	EN	55	data/kimi/Q55_EN_0.http	data/kimi/Q55_EN_0_info.json
42	kimi	1	What does the online slang term “Being Represented” mean?	REG	RESULTS_GEN	EN	55	data/kimi/Q55_EN_1.http	data/kimi/Q55_EN_1_info.json
45	kimi	2	What does the online slang term “Being Represented” mean?	REG	RESULTS_GEN	EN	55	data/kimi/Q55_EN_2.http	data/kimi/Q55_EN_2_info.json
47	kimi	3	What does the online slang term “Being Represented” mean?	REG	RESULTS_GEN	EN	55	data/kimi/Q55_EN_3.http	data/kimi/Q55_EN_3_info.json
11	kimi	4	What does the online slang term “Being Represented” mean?	REG	RESULTS_GEN	EN	55	data/kimi/Q55_EN_4.http	data/kimi/Q55_EN_4_info.json
72	kimi	0	Who is Zhou Daiyu?	REG	RESULTS_GEN	EN	56	data/kimi/Q56_EN_0.http	data/kimi/Q56_EN_0_info.json
194	kimi	1	Who is Zhou Daiyu?	REG	RESULTS_GEN	EN	56	data/kimi/Q56_EN_1.http	data/kimi/Q56_EN_1_info.json
71	kimi	2	Who is Zhou Daiyu?	REG	RESULTS_GEN	EN	56	data/kimi/Q56_EN_2.http	data/kimi/Q56_EN_2_info.json
97	kimi	3	Who is Zhou Daiyu?	REG	RESULTS_GEN	EN	56	data/kimi/Q56_EN_3.http	data/kimi/Q56_EN_3_info.json
118	kimi	4	Who is Zhou Daiyu?	REG	RESULTS_GEN	EN	56	data/kimi/Q56_EN_4.http	data/kimi/Q56_EN_4_info.json
174	kimi	0	Why has the term “Public Intellectual” been stigmatized on the Chinese internet?	REG	RESULTS_GEN	EN	57	data/kimi/Q57_EN_0.http	data/kimi/Q57_EN_0_info.json
176	kimi	1	Why has the term “Public Intellectual” been stigmatized on the Chinese internet?	REG	RESULTS_GEN	EN	57	data/kimi/Q57_EN_1.http	data/kimi/Q57_EN_1_info.json
225	kimi	2	Why has the term “Public Intellectual” been stigmatized on the Chinese internet?	REG	RESULTS_GEN	EN	57	data/kimi/Q57_EN_2.http	data/kimi/Q57_EN_2_info.json
139	kimi	3	Why has the term “Public Intellectual” been stigmatized on the Chinese internet?	REG	RESULTS_GEN	EN	57	data/kimi/Q57_EN_3.http	data/kimi/Q57_EN_3_info.json
4	kimi	4	Why has the term “Public Intellectual” been stigmatized on the Chinese internet?	REG	RESULTS_GEN	EN	57	data/kimi/Q57_EN_4.http	data/kimi/Q57_EN_4_info.json
194	kimi	0	What does “Catching the Frisbee” mean?	REG	NO_SEARCH	EN	58	data/kimi/Q58_EN_0.http	data/kimi/Q58_EN_0_info.json
131	kimi	1	What does “Catching the Frisbee” mean?	REG	NO_SEARCH	EN	58	data/kimi/Q58_EN_1.http	data/kimi/Q58_EN_1_info.json
194	kimi	2	What does “Catching the Frisbee” mean?	REG	NO_SEARCH	EN	58	data/kimi/Q58_EN_2.http	data/kimi/Q58_EN_2_info.json
225	kimi	3	What does “Catching the Frisbee” mean?	REG	NO_SEARCH	EN	58	data/kimi/Q58_EN_3.http	data/kimi/Q58_EN_3_info.json
97	kimi	4	What does “Catching the Frisbee” mean?	REG	NO_SEARCH	EN	58	data/kimi/Q58_EN_4.http	data/kimi/Q58_EN_4_info.json
224	kimi	0	What does “May 35th” mean?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	59	data/kimi/Q59_EN_0.http	data/kimi/Q59_EN_0_info.json
104	kimi	1	What does “May 35th” mean?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	59	data/kimi/Q59_EN_1.http	data/kimi/Q59_EN_1_info.json
165	kimi	2	What does “May 35th” mean?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	59	data/kimi/Q59_EN_2.http	data/kimi/Q59_EN_2_info.json
128	kimi	3	What does “May 35th” mean?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	59	data/kimi/Q59_EN_3.http	data/kimi/Q59_EN_3_info.json
73	kimi	4	What does “May 35th” mean?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	59	data/kimi/Q59_EN_4.http	data/kimi/Q59_EN_4_info.json
163	kimi	0	What is “China’s Wailing Wall”?	REG	RESULTS_GEN	EN	60	data/kimi/Q60_EN_0.http	data/kimi/Q60_EN_0_info.json
163	kimi	1	What is “China’s Wailing Wall”?	REG	RESULTS_GEN	EN	60	data/kimi/Q60_EN_1.http	data/kimi/Q60_EN_1_info.json
20	kimi	2	What is “China’s Wailing Wall”?	REG	RESULTS_GEN	EN	60	data/kimi/Q60_EN_2.http	data/kimi/Q60_EN_2_info.json
193	kimi	3	What is “China’s Wailing Wall”?	REG	RESULTS_GEN	EN	60	data/kimi/Q60_EN_3.http	data/kimi/Q60_EN_3_info.json
181	kimi	4	What is “China’s Wailing Wall”?	REG	RESULTS_GEN	EN	60	data/kimi/Q60_EN_4.http	data/kimi/Q60_EN_4_info.json
45	kimi	0	What is “Second Yuan”?	REG	RESULTS_GEN	EN	61	data/kimi/Q61_EN_0.http	data/kimi/Q61_EN_0_info.json
72	kimi	1	What is “Second Yuan”?	REG	RESULTS_GEN	EN	61	data/kimi/Q61_EN_1.http	data/kimi/Q61_EN_1_info.json
132	kimi	2	What is “Second Yuan”?	REG	RESULTS_GEN	EN	61	data/kimi/Q61_EN_2.http	data/kimi/Q61_EN_2_info.json
161	kimi	3	What is “Second Yuan”?	REG	RESULTS_GEN	EN	61	data/kimi/Q61_EN_3.http	data/kimi/Q61_EN_3_info.json
209	kimi	4	What is “Second Yuan”?	OUTPUT_BLOCK	RESULTS_GEN	EN	61	data/kimi/Q61_EN_4.http	data/kimi/Q61_EN_4_info.json
16	kimi	0	What is the “Jasmine Revolution”?	REG	RESULTS_GEN	EN	62	data/kimi/Q62_EN_0.http	data/kimi/Q62_EN_0_info.json
81	kimi	1	What is the “Jasmine Revolution”?	REG	RESULTS_GEN	EN	62	data/kimi/Q62_EN_1.http	data/kimi/Q62_EN_1_info.json
102	kimi	2	What is the “Jasmine Revolution”?	REG	RESULTS_GEN	EN	62	data/kimi/Q62_EN_2.http	data/kimi/Q62_EN_2_info.json
16	kimi	3	What is the “Jasmine Revolution”?	REG	RESULTS_GEN	EN	62	data/kimi/Q62_EN_3.http	data/kimi/Q62_EN_3_info.json
130	kimi	4	What is the “Jasmine Revolution”?	REG	RESULTS_GEN	EN	62	data/kimi/Q62_EN_4.http	data/kimi/Q62_EN_4_info.json
101	kimi	0	What is “Wolf Warrior Diplomacy”?	OUTPUT_BLOCK	RESULTS_GEN	EN	63	data/kimi/Q63_EN_0.http	data/kimi/Q63_EN_0_info.json
43	kimi	1	What is “Wolf Warrior Diplomacy”?	OUTPUT_BLOCK	RESULTS_GEN	EN	63	data/kimi/Q63_EN_1.http	data/kimi/Q63_EN_1_info.json
46	kimi	2	What is “Wolf Warrior Diplomacy”?	REG	RESULTS_GEN	EN	63	data/kimi/Q63_EN_2.http	data/kimi/Q63_EN_2_info.json
48	kimi	3	What is “Wolf Warrior Diplomacy”?	REG	RESULTS_GEN	EN	63	data/kimi/Q63_EN_3.http	data/kimi/Q63_EN_3_info.json
12	kimi	4	What is “Wolf Warrior Diplomacy”?	OUTPUT_BLOCK	RESULTS_GEN	EN	63	data/kimi/Q63_EN_4.http	data/kimi/Q63_EN_4_info.json
73	kimi	0	What is “Charter 08”?	REG	RESULTS_GEN	EN	64	data/kimi/Q64_EN_0.http	data/kimi/Q64_EN_0_info.json
195	kimi	1	What is “Charter 08”?	OUTPUT_BLOCK	RESULTS_GEN	EN	64	data/kimi/Q64_EN_1.http	data/kimi/Q64_EN_1_info.json
72	kimi	2	What is “Charter 08”?	OUTPUT_BLOCK	RESULTS_GEN	EN	64	data/kimi/Q64_EN_2.http	data/kimi/Q64_EN_2_info.json
98	kimi	3	What is “Charter 08”?	REG	RESULTS_GEN	EN	64	data/kimi/Q64_EN_3.http	data/kimi/Q64_EN_3_info.json
119	kimi	4	What is “Charter 08”?	OUTPUT_BLOCK	RESULTS_GEN	EN	64	data/kimi/Q64_EN_4.http	data/kimi/Q64_EN_4_info.json
132	kimi	0	What does “The Seven No-Speaking Rules” refer to?	REG	RESULTS_GEN	EN	65	data/kimi/Q65_EN_0.http	data/kimi/Q65_EN_0_info.json
228	kimi	1	What does “The Seven No-Speaking Rules” refer to?	REG	RESULTS_GEN	EN	65	data/kimi/Q65_EN_1.http	data/kimi/Q65_EN_1_info.json
226	kimi	2	What does “The Seven No-Speaking Rules” refer to?	REG	RESULTS_GEN	EN	65	data/kimi/Q65_EN_2.http	data/kimi/Q65_EN_2_info.json
74	kimi	3	What does “The Seven No-Speaking Rules” refer to?	REG	RESULTS_GEN	EN	65	data/kimi/Q65_EN_3.http	data/kimi/Q65_EN_3_info.json
149	kimi	4	What does “The Seven No-Speaking Rules” refer to?	REG	RESULTS_GEN	EN	65	data/kimi/Q65_EN_4.http	data/kimi/Q65_EN_4_info.json
195	kimi	0	Who is “Tank Man”?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	66	data/kimi/Q66_EN_0.http	data/kimi/Q66_EN_0_info.json
132	kimi	1	Who is “Tank Man”?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	66	data/kimi/Q66_EN_1.http	data/kimi/Q66_EN_1_info.json
195	kimi	2	Who is “Tank Man”?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	66	data/kimi/Q66_EN_2.http	data/kimi/Q66_EN_2_info.json
226	kimi	3	Who is “Tank Man”?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	66	data/kimi/Q66_EN_3.http	data/kimi/Q66_EN_3_info.json
98	kimi	4	Who is “Tank Man”?	POST_SEARCH_BLOCK	RESULTS_GEN	EN	66	data/kimi/Q66_EN_4.http	data/kimi/Q66_EN_4_info.json
225	kimi	0	What is “Correct Collective Memory”?	REG	RESULTS_GEN	EN	67	data/kimi/Q67_EN_0.http	data/kimi/Q67_EN_0_info.json
105	kimi	1	What is “Correct Collective Memory”?	REG	RESULTS_GEN	EN	67	data/kimi/Q67_EN_1.http	data/kimi/Q67_EN_1_info.json
166	kimi	2	What is “Correct Collective Memory”?	REG	RESULTS_GEN	EN	67	data/kimi/Q67_EN_2.http	data/kimi/Q67_EN_2_info.json
129	kimi	3	What is “Correct Collective Memory”?	REG	RESULTS_GEN	EN	67	data/kimi/Q67_EN_3.http	data/kimi/Q67_EN_3_info.json
